[1] 299m:59s to go...
---- Running throughput benchmarks (higher is better) ----
     boost::lockfree::spsc_queue, 1,s:  92,805,012 msg/sec
    xenium::vyukov_bounded_queue, 2,s:  15,161,581 msg/sec
    xenium::vyukov_bounded_queue, 2,i:  10,261,700 msg/sec
    xenium::vyukov_bounded_queue, 3,s:   9,489,812 msg/sec
    xenium::vyukov_bounded_queue, 3,i:   7,444,446 msg/sec
    xenium::vyukov_bounded_queue, 4,s:   8,507,040 msg/sec
    xenium::vyukov_bounded_queue, 4,i:   6,259,333 msg/sec
    xenium::vyukov_bounded_queue, 5,s:   6,842,225 msg/sec
    xenium::vyukov_bounded_queue, 5,i:   5,728,233 msg/sec
    xenium::vyukov_bounded_queue, 6,s:   5,540,384 msg/sec
    xenium::vyukov_bounded_queue, 6,i:   4,782,075 msg/sec
    xenium::vyukov_bounded_queue, 7,s:   4,873,794 msg/sec
    xenium::vyukov_bounded_queue, 7,i:   4,315,179 msg/sec
    xenium::vyukov_bounded_queue, 8,s:   4,164,706 msg/sec
    xenium::vyukov_bounded_queue, 8,i:   3,798,567 msg/sec
                     AtomicQueue, 1,s:  57,995,624 msg/sec
                     AtomicQueue, 1,i:  58,796,413 msg/sec
                     AtomicQueue, 2,s:   7,641,369 msg/sec
                     AtomicQueue, 2,i:   6,075,894 msg/sec
                     AtomicQueue, 3,s:   5,357,468 msg/sec
                     AtomicQueue, 3,i:   4,386,728 msg/sec
                     AtomicQueue, 4,s:   4,347,725 msg/sec
                     AtomicQueue, 4,i:   3,373,607 msg/sec
                     AtomicQueue, 5,s:   3,509,802 msg/sec
                     AtomicQueue, 5,i:   2,822,030 msg/sec
                     AtomicQueue, 6,s:   2,983,772 msg/sec
                     AtomicQueue, 6,i:   2,388,262 msg/sec
                     AtomicQueue, 7,s:   2,529,599 msg/sec
                     AtomicQueue, 7,i:   2,079,463 msg/sec
                     AtomicQueue, 8,s:   2,214,507 msg/sec
                     AtomicQueue, 8,i:   1,811,203 msg/sec
                    AtomicQueueB, 1,s:  39,912,798 msg/sec
                    AtomicQueueB, 1,i:  41,031,061 msg/sec
                    AtomicQueueB, 2,s:   7,527,406 msg/sec
                    AtomicQueueB, 2,i:   6,072,443 msg/sec
                    AtomicQueueB, 3,s:   5,310,550 msg/sec
                    AtomicQueueB, 3,i:   4,385,134 msg/sec
                    AtomicQueueB, 4,s:   4,338,094 msg/sec
                    AtomicQueueB, 4,i:   3,417,059 msg/sec
                    AtomicQueueB, 5,s:   3,499,886 msg/sec
                    AtomicQueueB, 5,i:   2,819,567 msg/sec
                    AtomicQueueB, 6,s:   3,007,075 msg/sec
                    AtomicQueueB, 6,i:   2,402,276 msg/sec
                    AtomicQueueB, 7,s:   2,491,236 msg/sec
                    AtomicQueueB, 7,i:   2,085,406 msg/sec
                    AtomicQueueB, 8,s:   2,221,025 msg/sec
                    AtomicQueueB, 8,i:   1,826,072 msg/sec
             OptimistAtomicQueue, 1,s: 475,289,689 msg/sec
             OptimistAtomicQueue, 1,i: 486,864,398 msg/sec
             OptimistAtomicQueue, 2,s:  42,293,062 msg/sec
             OptimistAtomicQueue, 2,i:  25,671,897 msg/sec
             OptimistAtomicQueue, 3,s:  31,261,164 msg/sec
             OptimistAtomicQueue, 3,i:  26,831,708 msg/sec
             OptimistAtomicQueue, 4,s:  34,664,928 msg/sec
             OptimistAtomicQueue, 4,i:  26,790,948 msg/sec
             OptimistAtomicQueue, 5,s:  31,526,686 msg/sec
             OptimistAtomicQueue, 5,i:  26,038,194 msg/sec
             OptimistAtomicQueue, 6,s:  32,264,596 msg/sec
             OptimistAtomicQueue, 6,i:  25,123,848 msg/sec
             OptimistAtomicQueue, 7,s:  28,966,083 msg/sec
             OptimistAtomicQueue, 7,i:  24,135,082 msg/sec
             OptimistAtomicQueue, 8,s:  29,836,602 msg/sec
             OptimistAtomicQueue, 8,i:  23,153,421 msg/sec
            OptimistAtomicQueueB, 1,s: 181,389,443 msg/sec
            OptimistAtomicQueueB, 1,i: 188,607,360 msg/sec
            OptimistAtomicQueueB, 2,s:  44,721,759 msg/sec
            OptimistAtomicQueueB, 2,i:  25,604,614 msg/sec
            OptimistAtomicQueueB, 3,s:  33,405,946 msg/sec
            OptimistAtomicQueueB, 3,i:  26,589,692 msg/sec
            OptimistAtomicQueueB, 4,s:  34,008,908 msg/sec
            OptimistAtomicQueueB, 4,i:  26,587,867 msg/sec
            OptimistAtomicQueueB, 5,s:  31,508,527 msg/sec
            OptimistAtomicQueueB, 5,i:  25,752,859 msg/sec
            OptimistAtomicQueueB, 6,s:  32,802,585 msg/sec
            OptimistAtomicQueueB, 6,i:  24,681,691 msg/sec
            OptimistAtomicQueueB, 7,s:  29,713,802 msg/sec
            OptimistAtomicQueueB, 7,i:  24,095,095 msg/sec
            OptimistAtomicQueueB, 8,s:  30,284,345 msg/sec
            OptimistAtomicQueueB, 8,i:  23,180,858 msg/sec
                    AtomicQueue2, 1,s:  52,274,188 msg/sec
                    AtomicQueue2, 1,i:  53,151,286 msg/sec
                    AtomicQueue2, 2,s:   6,927,491 msg/sec
                    AtomicQueue2, 2,i:   6,012,074 msg/sec
                    AtomicQueue2, 3,s:   5,054,532 msg/sec
                    AtomicQueue2, 3,i:   4,339,431 msg/sec
                    AtomicQueue2, 4,s:   4,218,463 msg/sec
                    AtomicQueue2, 4,i:   3,367,408 msg/sec
                    AtomicQueue2, 5,s:   3,438,693 msg/sec
                    AtomicQueue2, 5,i:   2,797,314 msg/sec
                    AtomicQueue2, 6,s:   2,929,679 msg/sec
                    AtomicQueue2, 6,i:   2,372,022 msg/sec
                    AtomicQueue2, 7,s:   2,461,180 msg/sec
                    AtomicQueue2, 7,i:   2,066,944 msg/sec
                    AtomicQueue2, 8,s:   2,182,700 msg/sec
                    AtomicQueue2, 8,i:   1,806,074 msg/sec
                   AtomicQueueB2, 1,s:  40,608,906 msg/sec
                   AtomicQueueB2, 1,i:  40,901,200 msg/sec
                   AtomicQueueB2, 2,s:   6,831,911 msg/sec
                   AtomicQueueB2, 2,i:   6,049,302 msg/sec
                   AtomicQueueB2, 3,s:   5,197,672 msg/sec
                   AtomicQueueB2, 3,i:   4,333,788 msg/sec
                   AtomicQueueB2, 4,s:   4,281,404 msg/sec
                   AtomicQueueB2, 4,i:   3,385,189 msg/sec
                   AtomicQueueB2, 5,s:   3,412,656 msg/sec
                   AtomicQueueB2, 5,i:   2,796,609 msg/sec
                   AtomicQueueB2, 6,s:   2,945,272 msg/sec
                   AtomicQueueB2, 6,i:   2,387,716 msg/sec
                   AtomicQueueB2, 7,s:   2,468,580 msg/sec
                   AtomicQueueB2, 7,i:   2,067,038 msg/sec
                   AtomicQueueB2, 8,s:   2,175,640 msg/sec
                   AtomicQueueB2, 8,i:   1,815,433 msg/sec
            OptimistAtomicQueue2, 1,s: 207,937,385 msg/sec
            OptimistAtomicQueue2, 1,i: 216,875,517 msg/sec
            OptimistAtomicQueue2, 2,s:  18,916,250 msg/sec
            OptimistAtomicQueue2, 2,i:  15,641,506 msg/sec
            OptimistAtomicQueue2, 3,s:  22,360,087 msg/sec
            OptimistAtomicQueue2, 3,i:  19,238,430 msg/sec
            OptimistAtomicQueue2, 4,s:  32,259,667 msg/sec
            OptimistAtomicQueue2, 4,i:  24,939,981 msg/sec
            OptimistAtomicQueue2, 5,s:  27,377,248 msg/sec
            OptimistAtomicQueue2, 5,i:  25,379,976 msg/sec
            OptimistAtomicQueue2, 6,s:  27,755,970 msg/sec
            OptimistAtomicQueue2, 6,i:  23,844,161 msg/sec
            OptimistAtomicQueue2, 7,s:  29,349,342 msg/sec
            OptimistAtomicQueue2, 7,i:  23,807,277 msg/sec
            OptimistAtomicQueue2, 8,s:  29,518,378 msg/sec
            OptimistAtomicQueue2, 8,i:  22,595,071 msg/sec
           OptimistAtomicQueueB2, 1,s:  67,510,092 msg/sec
           OptimistAtomicQueueB2, 1,i:  67,185,608 msg/sec
           OptimistAtomicQueueB2, 2,s:  19,473,332 msg/sec
           OptimistAtomicQueueB2, 2,i:  16,615,827 msg/sec
           OptimistAtomicQueueB2, 3,s:  22,955,837 msg/sec
           OptimistAtomicQueueB2, 3,i:  19,389,309 msg/sec
           OptimistAtomicQueueB2, 4,s:  29,989,359 msg/sec
           OptimistAtomicQueueB2, 4,i:  23,783,531 msg/sec
           OptimistAtomicQueueB2, 5,s:  29,562,358 msg/sec
           OptimistAtomicQueueB2, 5,i:  24,698,822 msg/sec
           OptimistAtomicQueueB2, 6,s:  27,656,638 msg/sec
           OptimistAtomicQueueB2, 6,i:  24,262,913 msg/sec
           OptimistAtomicQueueB2, 7,s:  26,316,441 msg/sec
           OptimistAtomicQueueB2, 7,i:  23,026,129 msg/sec
           OptimistAtomicQueueB2, 8,s:  26,155,962 msg/sec
           OptimistAtomicQueueB2, 8,i:  22,298,184 msg/sec

---- Running ping-pong benchmarks (lower is better) ----
     boost::lockfree::spsc_queue: 0.000000108 sec/round-trip
          boost::lockfree::queue: 0.000000206 sec/round-trip
                  TicketSpinlock: 0.000000205 sec/round-trip
   moodycamel::ReaderWriterQueue: 0.000000094 sec/round-trip
     moodycamel::ConcurrentQueue: 0.000000128 sec/round-trip
                pthread_spinlock: 0.000000212 sec/round-trip
                      std::mutex: 0.000000601 sec/round-trip
                 tbb::spin_mutex: 0.000000199 sec/round-trip
   tbb::concurrent_bounded_queue: 0.000000192 sec/round-trip
     xenium::michael_scott_queue: 0.000000287 sec/round-trip
         xenium::ramalhete_queue: 0.000000147 sec/round-trip
    xenium::vyukov_bounded_queue: 0.000000129 sec/round-trip
                     AtomicQueue: 0.000000093 sec/round-trip
                    AtomicQueueB: 0.000000096 sec/round-trip
             OptimistAtomicQueue: 0.000000071 sec/round-trip
            OptimistAtomicQueueB: 0.000000074 sec/round-trip
                    AtomicQueue2: 0.000000099 sec/round-trip
                   AtomicQueueB2: 0.000000100 sec/round-trip
            OptimistAtomicQueue2: 0.000000082 sec/round-trip
           OptimistAtomicQueueB2: 0.000000081 sec/round-trip

[123] 82m:8s to go...
---- Running throughput benchmarks (higher is better) ----
     boost::lockfree::spsc_queue, 1,s:  91,838,496 msg/sec
     boost::lockfree::spsc_queue, 1,i:  91,273,687 msg/sec
          boost::lockfree::queue, 1,s:   9,365,230 msg/sec
          boost::lockfree::queue, 1,i:   9,376,915 msg/sec
          boost::lockfree::queue, 2,s:   3,385,088 msg/sec
          boost::lockfree::queue, 2,i:   3,421,603 msg/sec
          boost::lockfree::queue, 3,s:   2,969,464 msg/sec
          boost::lockfree::queue, 3,i:   3,003,999 msg/sec
          boost::lockfree::queue, 4,s:   2,298,782 msg/sec
          boost::lockfree::queue, 4,i:   2,328,196 msg/sec
          boost::lockfree::queue, 5,s:   1,930,396 msg/sec
          boost::lockfree::queue, 5,i:   1,946,772 msg/sec
          boost::lockfree::queue, 6,s:   1,315,230 msg/sec
          boost::lockfree::queue, 6,i:   1,618,142 msg/sec
          boost::lockfree::queue, 7,s:   1,098,253 msg/sec
          boost::lockfree::queue, 7,i:   1,197,671 msg/sec
          boost::lockfree::queue, 8,s:     909,100 msg/sec
          boost::lockfree::queue, 8,i:   1,059,515 msg/sec
                  TicketSpinlock, 1,s:   7,994,764 msg/sec
                  TicketSpinlock, 1,i:   8,001,956 msg/sec
                  TicketSpinlock, 2,s:   3,166,496 msg/sec
                  TicketSpinlock, 2,i:   3,273,197 msg/sec
                  TicketSpinlock, 3,s:   2,675,941 msg/sec
                  TicketSpinlock, 3,i:   2,638,602 msg/sec
                  TicketSpinlock, 4,s:   2,183,356 msg/sec
                  TicketSpinlock, 4,i:   2,222,789 msg/sec
                  TicketSpinlock, 5,s:   1,852,292 msg/sec
                  TicketSpinlock, 5,i:   1,865,259 msg/sec
                  TicketSpinlock, 6,s:   1,642,815 msg/sec
                  TicketSpinlock, 6,i:   1,647,549 msg/sec
                  TicketSpinlock, 7,s:   1,410,447 msg/sec
                  TicketSpinlock, 7,i:   1,421,684 msg/sec
                  TicketSpinlock, 8,s:   1,259,026 msg/sec
                  TicketSpinlock, 8,i:   1,265,909 msg/sec
   moodycamel::ReaderWriterQueue, 1,s: 293,659,883 msg/sec
   moodycamel::ReaderWriterQueue, 1,i: 292,519,116 msg/sec
     moodycamel::ConcurrentQueue, 1,s:  15,541,025 msg/sec
     moodycamel::ConcurrentQueue, 1,i:  15,630,284 msg/sec
     moodycamel::ConcurrentQueue, 2,s:   7,828,011 msg/sec
     moodycamel::ConcurrentQueue, 2,i:   8,924,184 msg/sec
     moodycamel::ConcurrentQueue, 3,s:   7,560,493 msg/sec
     moodycamel::ConcurrentQueue, 3,i:   8,791,281 msg/sec
     moodycamel::ConcurrentQueue, 4,s:  20,782,960 msg/sec
     moodycamel::ConcurrentQueue, 4,i:   9,161,203 msg/sec
     moodycamel::ConcurrentQueue, 5,s:   7,904,833 msg/sec
     moodycamel::ConcurrentQueue, 5,i:   9,498,175 msg/sec
     moodycamel::ConcurrentQueue, 6,s:  14,316,568 msg/sec
     moodycamel::ConcurrentQueue, 6,i:  17,058,932 msg/sec
     moodycamel::ConcurrentQueue, 7,s:   8,173,123 msg/sec
     moodycamel::ConcurrentQueue, 7,i:  16,087,774 msg/sec
     moodycamel::ConcurrentQueue, 8,s:   8,118,045 msg/sec
     moodycamel::ConcurrentQueue, 8,i:   9,641,329 msg/sec
                pthread_spinlock, 1,s:  19,219,607 msg/sec
                pthread_spinlock, 1,i:  19,315,236 msg/sec
                pthread_spinlock, 2,s:   5,500,886 msg/sec
                pthread_spinlock, 2,i:   5,851,907 msg/sec
                pthread_spinlock, 3,s:   4,747,622 msg/sec
                pthread_spinlock, 3,i:   4,543,777 msg/sec
                pthread_spinlock, 4,s:   4,033,561 msg/sec
                pthread_spinlock, 4,i:   3,881,477 msg/sec
                pthread_spinlock, 5,s:   2,373,147 msg/sec
                pthread_spinlock, 5,i:   2,879,222 msg/sec
                pthread_spinlock, 6,s:   1,543,374 msg/sec
                pthread_spinlock, 6,i:   2,901,285 msg/sec
                pthread_spinlock, 7,s:   1,749,200 msg/sec
                pthread_spinlock, 7,i:   2,775,671 msg/sec
                pthread_spinlock, 8,s:   1,203,170 msg/sec
                pthread_spinlock, 8,i:   2,499,643 msg/sec
                      std::mutex, 1,s:   7,377,827 msg/sec
                      std::mutex, 1,i:   7,366,776 msg/sec
                      std::mutex, 2,s:   4,761,031 msg/sec
                      std::mutex, 2,i:   4,553,124 msg/sec
                      std::mutex, 3,s:   2,447,312 msg/sec
                      std::mutex, 3,i:   2,480,766 msg/sec
                      std::mutex, 4,s:   2,259,754 msg/sec
                      std::mutex, 4,i:   2,268,350 msg/sec
                      std::mutex, 5,s:   2,203,571 msg/sec
                      std::mutex, 5,i:   2,191,885 msg/sec
                      std::mutex, 6,s:   2,078,834 msg/sec
                      std::mutex, 6,i:   2,105,050 msg/sec
                      std::mutex, 7,s:   1,976,955 msg/sec
                      std::mutex, 7,i:   1,990,636 msg/sec
                      std::mutex, 8,s:   1,940,850 msg/sec
                      std::mutex, 8,i:   1,921,828 msg/sec
                 tbb::spin_mutex, 1,s:  41,058,757 msg/sec
                 tbb::spin_mutex, 1,i:  41,850,179 msg/sec
                 tbb::spin_mutex, 2,s:   9,987,076 msg/sec
                 tbb::spin_mutex, 2,i:   9,317,083 msg/sec
                 tbb::spin_mutex, 3,s:   5,842,613 msg/sec
                 tbb::spin_mutex, 3,i:   5,435,514 msg/sec
                 tbb::spin_mutex, 4,s:   3,926,649 msg/sec
                 tbb::spin_mutex, 4,i:   3,772,086 msg/sec
                 tbb::spin_mutex, 5,s:   3,079,818 msg/sec
                 tbb::spin_mutex, 5,i:   2,977,528 msg/sec
                 tbb::spin_mutex, 6,s:   2,503,279 msg/sec
                 tbb::spin_mutex, 6,i:   2,489,764 msg/sec
                 tbb::spin_mutex, 7,s:   1,994,561 msg/sec
                 tbb::spin_mutex, 7,i:   2,087,204 msg/sec
                 tbb::spin_mutex, 8,s:   1,595,374 msg/sec
                 tbb::spin_mutex, 8,i:   1,751,123 msg/sec
   tbb::concurrent_bounded_queue, 1,s:  13,181,677 msg/sec
   tbb::concurrent_bounded_queue, 1,i:  13,175,504 msg/sec
   tbb::concurrent_bounded_queue, 2,s:   6,068,816 msg/sec
   tbb::concurrent_bounded_queue, 2,i:   6,526,659 msg/sec
   tbb::concurrent_bounded_queue, 3,s:   4,798,142 msg/sec
   tbb::concurrent_bounded_queue, 3,i:   4,513,570 msg/sec
   tbb::concurrent_bounded_queue, 4,s:   4,003,983 msg/sec
   tbb::concurrent_bounded_queue, 4,i:   3,439,146 msg/sec
   tbb::concurrent_bounded_queue, 5,s:   3,473,607 msg/sec
   tbb::concurrent_bounded_queue, 5,i:   2,863,400 msg/sec
   tbb::concurrent_bounded_queue, 6,s:   2,859,730 msg/sec
   tbb::concurrent_bounded_queue, 6,i:   2,357,340 msg/sec
   tbb::concurrent_bounded_queue, 7,s:   2,550,347 msg/sec
   tbb::concurrent_bounded_queue, 7,i:   2,047,568 msg/sec
   tbb::concurrent_bounded_queue, 8,s:   2,103,110 msg/sec
   tbb::concurrent_bounded_queue, 8,i:   1,779,679 msg/sec
     xenium::michael_scott_queue, 1,s:   9,771,186 msg/sec
     xenium::michael_scott_queue, 1,i:   9,757,116 msg/sec
     xenium::michael_scott_queue, 2,s:   6,549,512 msg/sec
     xenium::michael_scott_queue, 2,i:   5,006,334 msg/sec
     xenium::michael_scott_queue, 3,s:   4,081,258 msg/sec
     xenium::michael_scott_queue, 3,i:   3,570,062 msg/sec
     xenium::michael_scott_queue, 4,s:   3,304,008 msg/sec
     xenium::michael_scott_queue, 4,i:   2,760,390 msg/sec
     xenium::michael_scott_queue, 5,s:   2,613,992 msg/sec
     xenium::michael_scott_queue, 5,i:   2,300,829 msg/sec
     xenium::michael_scott_queue, 6,s:   2,209,498 msg/sec
     xenium::michael_scott_queue, 6,i:   1,884,296 msg/sec
     xenium::michael_scott_queue, 7,s:   1,878,555 msg/sec
     xenium::michael_scott_queue, 7,i:   1,624,949 msg/sec
     xenium::michael_scott_queue, 8,s:   1,670,320 msg/sec
     xenium::michael_scott_queue, 8,i:   1,438,235 msg/sec
         xenium::ramalhete_queue, 1,s:  20,270,653 msg/sec
         xenium::ramalhete_queue, 1,i:  20,360,030 msg/sec
         xenium::ramalhete_queue, 2,s:  21,797,386 msg/sec
         xenium::ramalhete_queue, 2,i:  24,331,551 msg/sec
         xenium::ramalhete_queue, 3,s:  19,231,645 msg/sec
         xenium::ramalhete_queue, 3,i:  18,460,663 msg/sec
         xenium::ramalhete_queue, 4,s:  18,792,633 msg/sec
         xenium::ramalhete_queue, 4,i:  18,569,157 msg/sec
         xenium::ramalhete_queue, 5,s:  18,385,901 msg/sec
         xenium::ramalhete_queue, 5,i:  18,682,893 msg/sec
         xenium::ramalhete_queue, 6,s:  18,165,436 msg/sec
         xenium::ramalhete_queue, 6,i:  19,043,001 msg/sec
         xenium::ramalhete_queue, 7,s:  17,430,081 msg/sec
         xenium::ramalhete_queue, 7,i:  18,404,291 msg/sec
